,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
9,2010,Cardano,ADA,cardano,1567,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35724891762.85982,44994674679.3984,False,,10,37997904336.0,32909282460.29316,,2025-08-27T19:43:00.000Z,0.8660815125300009,1158541081.2073698,-30.3915,-0.67689273,-0.18643564,-2.14288195,8.8103438,53.28259831,19.4512277,30940668292.9482,0.7957,38973668063.85,,2025-08-27T19:43:00.000Z,,,,,,2025-08-27 14:44:21.109697
10,1975,Chainlink,LINK,chainlink,2071,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,,11,,,,2025-08-27T19:43:00.000Z,24.298354379312677,1349447767.431083,-28.7254,-0.65218602,0.13235918,-6.68347342,33.57087434,82.39409786,60.1450215,16476713386.663267,0.4238,24298354379.31,,2025-08-27T19:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-27 14:44:21.109697
11,32196,Hyperliquid,HYPE,hyperliquid,136,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,12,333931719.0,16336876490.955427,,2025-08-27T19:42:00.000Z,48.92280535637116,420870594.9503069,20.2715,-2.53779786,1.54734409,14.8315111,8.48558669,29.79989565,53.28414327,16336703353.147272,0.4202,48922805356.37,,2025-08-27T19:42:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-27 14:44:21.109697
12,20947,Sui,SUI,sui,751,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3511924479.5699987,10000000000.0,False,,13,3511924479.57,12227390694.096199,,2025-08-27T19:43:00.000Z,3.4816781412091524,1047682954.099381,-30.6442,-0.56077092,0.77958669,-2.54109222,-12.90866625,25.77152779,-1.17308418,12227390694.096193,0.3146,34816781412.09,,2025-08-27T19:43:00.000Z,,,,,,2025-08-27 14:44:21.109697
13,29470,Ethena USDe,USDe,ethena-usde,201,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem']",,12221525933.012127,12221525933.012127,True,,14,,,,2025-08-27T19:42:00.000Z,1.0007826567786948,211257723.71813843,-17.0573,0.01038745,0.00174939,0.00849468,-5.2e-07,0.07704782,0.13168938,12231091193.129593,0.3146,12231091193.13,,2025-08-27T19:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-08-27 14:44:21.109697
14,512,Stellar,XLM,stellar,742,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31351429924.43751,50001786889.0645,False,,15,31531408660.0,12098398255.66246,,2025-08-27T19:43:00.000Z,0.38369355413575934,446781738.1688736,19.452,-0.61741186,-2.81011835,-5.41987477,-8.63301239,61.20841754,37.20119854,12029341574.94563,0.3094,19185370968.91,,2025-08-27T19:43:00.000Z,,,,,,2025-08-27 14:44:21.109697
0,1,Bitcoin,BTC,bitcoin,12294,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19912415.0,19912415.0,False,,1,,,,2025-08-27T19:43:00.000Z,112158.34222686099,61740559720.63281,-22.4029,-0.11436717,1.09458066,-1.58985406,-4.81282168,4.5359802,6.10002878,2233343456133.2803,57.4459,2355325186764.08,,2025-08-27T19:43:00.000Z,,,,,,2025-08-27 14:45:17.111312
1,1027,Ethereum,ETH,ethereum,10476,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120706917.57157648,120706917.57157648,True,,2,,,,2025-08-27T19:43:00.000Z,4575.475796322528,41858278600.88681,-31.8141,-0.91621292,0.27021617,5.59557148,21.08039213,87.91701364,73.32289578,552291579797.4467,14.206,552291579797.45,,2025-08-27T19:43:00.000Z,,,,,,2025-08-27 14:45:17.111312
2,52,XRP,XRP,xrp,1682,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59482264023.0,99985819185.0,False,,3,,,,2025-08-27T19:44:00.000Z,3.0181360471083662,6512091970.410143,-12.1664,-0.23429844,-0.02515094,2.12525601,-4.18622307,37.9665813,33.6392525,179525565211.4334,4.6177,301813604710.84,,2025-08-27T19:44:00.000Z,,,,,,2025-08-27 14:45:17.111312
3,825,Tether USDt,USDT,tether,143029,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'zedxion-smart-chain-ecosystem']",,167205509216.55893,169734243945.7464,True,,4,,,,2025-08-27T19:43:00.000Z,1.000067853980886,116926081741.3139,-25.4679,-0.00014869,0.00253629,0.00942575,0.0058124,-0.02107382,0.00987289,167216854775.98535,4.3011,169745761089.89,,2025-08-27T19:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-27 14:45:17.111312
4,1839,BNB,BNB,bnb,2685,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139287198.05,139287198.05,False,,5,,,,2025-08-27T19:43:00.000Z,862.3698215083759,2283524789.9275126,-24.7916,-0.38132871,0.44635991,-0.63731359,3.59933207,33.27572069,27.85694044,120117076120.78032,3.0896,120117076120.78,,2025-08-27T19:43:00.000Z,,,,,,2025-08-27 14:45:17.111312
5,5426,Solana,SOL,solana,976,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,540674351.019961,608473877.5869364,True,,6,525236893.3,108921280245.84972,,2025-08-27T19:43:00.000Z,207.37553213657642,11003507458.931797,16.235,-1.78720029,5.82841626,11.56288224,12.01627165,37.252329,24.45239061,112122631255.36252,2.884,126182594155.8,,2025-08-27T19:43:00.000Z,,,,,,2025-08-27 14:45:17.111312
6,3408,USDC,USDC,usd-coin,30887,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",,69238806129.02036,69238806129.02036,False,,7,60901219650.23,60890054392.858604,,2025-08-27T19:43:00.000Z,0.9998166661121809,16643560863.346329,-22.6691,-0.00388387,-0.00143903,-0.00595662,0.00019963,-0.00600655,0.00425339,69226112309.50478,1.7806,69226112309.5,,2025-08-27T19:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-27 14:45:17.111312
7,74,Dogecoin,DOGE,dogecoin,1277,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150695936383.7052,150695936383.70526,True,,8,,,,2025-08-27T19:43:00.000Z,0.22085562945069628,1976229228.3735435,-32.7151,-0.57357239,1.16852874,0.39593165,-3.59666012,34.73117866,2.38822563,33282045885.685295,0.8561,33282045885.69,,2025-08-27T19:43:00.000Z,,,,,,2025-08-27 14:45:17.111312
8,1958,TRON,TRX,tron,1216,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94660883311.51971,94660887351.66531,True,,9,94667886298.43,32922007780.532528,,2025-08-27T19:44:00.000Z,0.3477632074381544,966770797.0966461,-39.976,-0.51091558,-1.10072778,-1.43626633,7.83062389,27.21172293,26.22016336,32919572399.34296,0.8468,32919573804.36,,2025-08-27T19:44:00.000Z,,,,,,2025-08-27 14:45:17.111312
9,2010,Cardano,ADA,cardano,1567,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35724891762.85982,44994674679.3984,False,,10,37997904336.0,32909282460.29316,,2025-08-27T19:43:00.000Z,0.8660815125300009,1158541081.2073698,-30.3915,-0.67689273,-0.18643564,-2.14288195,8.8103438,53.28259831,19.4512277,30940668292.9482,0.7957,38973668063.85,,2025-08-27T19:43:00.000Z,,,,,,2025-08-27 14:45:17.111312
10,1975,Chainlink,LINK,chainlink,2071,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,,11,,,,2025-08-27T19:44:00.000Z,24.296429013625964,1349425284.9878392,-28.7124,-0.65291005,0.13751885,-6.69441772,33.57005334,82.39045213,60.14579192,16475407796.247995,0.4238,24296429013.63,,2025-08-27T19:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-27 14:45:17.111312
11,32196,Hyperliquid,HYPE,hyperliquid,136,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,12,333931719.0,16319955137.753664,,2025-08-27T19:43:00.000Z,48.872132262924275,421305199.63679224,20.4634,-2.47842339,1.44391788,14.72592233,8.37821428,29.66855475,53.13002171,16319782179.277584,0.4198,48872132262.92,,2025-08-27T19:43:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-27 14:45:17.111312
12,29470,Ethena USDe,USDe,ethena-usde,201,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem']",,12221525933.012127,12221525933.012127,True,,13,,,,2025-08-27T19:43:00.000Z,1.0008105969428367,211154344.854552,-17.1094,0.01349556,-0.00770963,0.00960568,0.0029695,0.07876699,0.13502273,12231432664.570227,0.3146,12231432664.57,,2025-08-27T19:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-08-27 14:45:17.111312
13,20947,Sui,SUI,sui,751,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3511924479.5699987,10000000000.0,False,,14,3511924479.57,12226393745.969893,,2025-08-27T19:44:00.000Z,3.4813942660483663,1047639013.2637832,-30.6323,-0.56855634,0.77461101,-2.56900174,-12.88789594,25.762327,-1.18910604,12226393745.969887,0.3146,34813942660.48,,2025-08-27T19:44:00.000Z,,,,,,2025-08-27 14:45:17.111312
14,512,Stellar,XLM,stellar,742,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31351429924.43751,50001786889.0645,False,,15,31531408660.0,12098398255.66246,,2025-08-27T19:43:00.000Z,0.38369355413575934,446781738.1688736,19.452,-0.61741186,-2.81011835,-5.41987477,-8.63301239,61.20841754,37.20119854,12029341574.94563,0.3094,19185370968.91,,2025-08-27T19:43:00.000Z,,,,,,2025-08-27 14:45:17.111312
0,1,Bitcoin,BTC,bitcoin,12294,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19912415.0,19912415.0,False,,1,,,,2025-08-27T19:44:00.000Z,112167.2361301392,61686628275.99385,-21.422,-0.0885391,1.1345111,-1.5922943,-4.68376528,4.54228244,6.06624279,2233520555226.3257,57.4505,2355511958732.92,,2025-08-27T19:44:00.000Z,,,,,,2025-08-27 14:46:17.333738
1,1027,Ethereum,ETH,ethereum,10476,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120706917.57157648,120706917.57157648,True,,2,,,,2025-08-27T19:45:00.000Z,4575.8925134839465,42260372269.60672,-31.0655,-0.82197172,0.43756856,5.55220752,21.3382923,87.91414316,73.06642891,552341880441.5006,14.2073,552341880441.5,,2025-08-27T19:45:00.000Z,,,,,,2025-08-27 14:46:17.333738
2,52,XRP,XRP,xrp,1682,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59482264023.0,99985819185.0,False,,3,,,,2025-08-27T19:45:00.000Z,3.0179819832731662,6508049451.821867,-12.2857,-0.23093675,-0.03614265,2.05681765,-4.02713372,37.95975965,33.65926527,179516401145.71164,4.6175,301798198327.32,,2025-08-27T19:45:00.000Z,,,,,,2025-08-27 14:46:17.333738
3,825,Tether USDt,USDT,tether,143029,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'zedxion-smart-chain-ecosystem']",,167205509216.55893,169734243945.7464,True,,4,,,,2025-08-27T19:44:00.000Z,1.0001110160030169,116940442156.88257,-25.4609,0.00335041,0.00363476,0.01115286,0.01720238,-0.01785091,0.01985884,167224071703.87454,4.3013,169753087163.08,,2025-08-27T19:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-27 14:46:17.333738
4,1839,BNB,BNB,bnb,2685,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139287198.05,139287198.05,False,,5,,,,2025-08-27T19:44:00.000Z,862.2865789695843,2283254489.97769,-24.7809,-0.38331302,0.45573086,-0.63949268,3.60444392,33.25938556,27.84388943,120105481500.79346,3.0893,120105481500.79,,2025-08-27T19:44:00.000Z,,,,,,2025-08-27 14:46:17.333738
5,5426,Solana,SOL,solana,976,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,540674351.019961,608473877.5869364,True,,6,525236893.3,108895718271.47108,,2025-08-27T19:45:00.000Z,207.32686462158517,11006227146.36373,16.3446,-1.77283689,5.84391557,11.3695908,12.2743065,37.20057638,24.41835161,112096317978.27887,2.8833,126152981244.24,,2025-08-27T19:45:00.000Z,,,,,,2025-08-27 14:46:17.333738
6,3408,USDC,USDC,usd-coin,30887,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",,69238806129.02036,69238806129.02036,False,,7,60901219650.23,60894270898.40981,,2025-08-27T19:44:00.000Z,0.9998859012699566,17075042530.080465,-20.6271,0.00569407,0.00903539,-0.00105192,0.01119845,-3.964e-05,0.01766991,69230906069.17131,1.7808,69230906069.17,,2025-08-27T19:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-27 14:46:17.333738
7,74,Dogecoin,DOGE,dogecoin,1277,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150695936383.7052,150695936383.70526,True,,8,,,,2025-08-27T19:44:00.000Z,0.22082795739547556,1975991907.5191486,-32.7207,-0.58628888,1.15494093,0.37756808,-3.56675952,34.72150198,2.37058493,33277875819.412148,0.856,33277875819.41,,2025-08-27T19:44:00.000Z,,,,,,2025-08-27 14:46:17.333738
8,1958,TRON,TRX,tron,1216,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94660883311.51971,94660887351.66531,True,,9,94667886298.43,32922681629.8246,,2025-08-27T19:45:00.000Z,0.3477703254727744,966925942.9677417,-39.9498,-0.50751204,-1.09880643,-1.43311243,7.93841132,27.21050142,26.29036812,32920246198.787533,0.8468,32920247603.83,,2025-08-27T19:45:00.000Z,,,,,,2025-08-27 14:46:17.333738
9,2010,Cardano,ADA,cardano,1567,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35724891762.85982,44994674679.3984,False,,10,37997904336.0,32902422159.577106,,2025-08-27T19:44:00.000Z,0.8659009683437903,1158463881.6011553,-30.3768,-0.69240358,-0.20487782,-2.16017273,8.78002545,53.25535129,19.41241271,30934218371.437412,0.7958,38965543575.47,,2025-08-27T19:44:00.000Z,,,,,,2025-08-27 14:46:17.333738
10,1975,Chainlink,LINK,chainlink,2071,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,,11,,,,2025-08-27T19:45:00.000Z,24.2954790507482,1349513869.8908641,-28.6967,-0.65622889,0.15090745,-6.77301714,33.81806405,82.4153012,60.23331116,16474763626.448652,0.4238,24295479050.75,,2025-08-27T19:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-27 14:46:17.333738
